interaction_id,customer_id,date,channel,reason,resolved,sentiment_score
INT_0017546,CUST_008893,2022-12-26 19:34:21,Call Centre,Feedback,Yes,9.3
INT_0009434,CUST_003181,2018-06-17 13:34:17,Email,Account Issue,Yes,
INT_0009374,CUST_001508,2023-01-05 19:05:13,,Account Issue,Yes,6.5
INT_0004064,CUST_007120,2019-09-23 07:27:51,Branch,Inquiry,No,7.5
INT_0016617,CUST_003366,2020-08-04 10:36:25,Chat,Loan Query,No,3.3
INT_0007092,CUST_003631,2021-06-20 00:47:41,Email,Account Issue,Yes,6.4
INT_0015144,CUST_009579,2024-08-11 13:01:52,Chat,Inquiry,Yes,2.2
INT_0004436,CUST_009391,2021-11-19 15:07:36,Email,,Yes,1.4
INT_0019615,CUST_007649,,Call Centre,Complaint,Yes,
INT_0008412,CUST_001607,2019-09-30 05:40:31,Email,Inquiry,Yes,5.8
INT_0018515,CUST_005841,,Branch,Inquiry,Yes,9.0
INT_0002068,CUST_003447,2019-12-21 15:33:25,Email,Inquiry,No,
INT_0014182,CUST_001226,,Branch,Feedback,No,9.0
INT_0015559,CUST_003642,,Email,Feedback,Yes,4.6
INT_0010871,CUST_001994,2018-07-25 21:42:27,Email,Inquiry,No,7.4
INT_0006903,CUST_002054,2020-12-02 05:26:37,Call Centre,Feedback,,
INT_0016964,CUST_001153,2018-03-03 15:00:09,,Inquiry,No,
INT_0005951,CUST_000220,2019-07-16 03:10:17,Call Centre,Inquiry,Yes,1.0
INT_0018530,CUST_007338,2019-12-18 00:42:47,Branch,Inquiry,No,6.3
INT_0017787,CUST_002918,2020-07-16 13:57:43,Email,Account Issue,Yes,3.8
INT_0010056,CUST_003006,2024-11-29 08:58:04,Call Centre,,No,
INT_0011641,CUST_001518,2019-09-04 14:53:59,Branch,Complaint,Yes,5.0
INT_0009964,CUST_007582,2018-01-02 12:52:27,Call Centre,Loan Query,Yes,9.8
INT_0012774,CUST_006604,2021-03-06 21:01:41,Chat,Account Issue,No,
INT_0017276,CUST_006013,2020-10-20 13:05:20,Chat,Complaint,Yes,5.0
INT_0006198,CUST_004905,,Email,Loan Query,Yes,9.2
INT_0002504,CUST_004475,,Call Centre,Complaint,Yes,4.5
INT_0007131,CUST_006933,2024-12-26 10:41:27,Branch,,Yes,
INT_0017836,CUST_008511,2021-04-26 15:36:15,Chat,Loan Query,Yes,7.5
INT_0015710,CUST_002579,2019-10-27 11:36:57,Call Centre,Feedback,Yes,
INT_0019051,CUST_005713,,Email,Loan Query,,8.0
INT_0013103,CUST_005393,2018-04-27 05:47:21,Call Centre,Inquiry,Yes,2.8
INT_0005381,CUST_000277,,Email,Complaint,Yes,8.8
INT_0007736,CUST_001292,2024-02-01 07:44:08,,Loan Query,,3.3
INT_0008334,CUST_002180,2024-03-03 16:46:21,Chat,Inquiry,Yes,5.4
INT_0003879,CUST_007944,2022-09-23 23:43:54,Chat,Complaint,Yes,
INT_0005856,CUST_005414,2021-01-01 08:22:19,Email,Loan Query,No,6.4
INT_0009033,CUST_000340,2020-08-28 10:42:40,Chat,Complaint,Yes,6.7
INT_0009634,CUST_008804,,Email,Complaint,Yes,7.1
INT_0018042,CUST_005212,2024-12-30 03:25:46,Branch,,Yes,5.9
INT_0000032,CUST_004118,2018-07-02 23:24:16,Email,Feedback,,
INT_0001977,CUST_002206,2023-03-09 22:58:03,Call Centre,Complaint,No,2.4
INT_0009395,CUST_007086,2020-11-26 14:38:58,Chat,Inquiry,Yes,2.4
INT_0004235,CUST_002798,2020-08-07 01:53:17,Call Centre,Inquiry,Yes,9.1
INT_0001187,CUST_004999,2019-08-22 06:33:07,Call Centre,,Yes,
INT_0000983,CUST_007433,2021-02-06 07:47:08,Call Centre,Loan Query,,9.4
INT_0015122,CUST_001039,2021-01-21 12:23:09,Email,Loan Query,No,6.3
INT_0003317,CUST_003582,2023-08-12 10:01:52,Branch,,Yes,5.0
INT_0016076,CUST_001638,2024-11-08 10:07:29,,Complaint,No,3.9
INT_0015716,CUST_002811,2019-02-14 17:37:48,Branch,Feedback,Yes,6.8
INT_0010654,CUST_008072,2024-03-30 08:51:32,Chat,,Yes,5.9
INT_0014815,CUST_000169,2019-05-11 23:09:46,Branch,,No,
INT_0002143,CUST_008911,2022-06-18 18:54:13,Branch,Inquiry,,9.6
INT_0008448,CUST_009595,2022-08-16 10:21:33,Email,Inquiry,Yes,7.4
INT_0014909,CUST_002425,2018-03-01 10:53:53,Email,Loan Query,Yes,
INT_0019596,CUST_008045,2024-10-08 08:08:45,Email,Loan Query,Yes,
INT_0000874,CUST_001014,2024-04-02 23:13:00,Branch,Complaint,,9.4
INT_0014923,CUST_007661,2020-11-22 15:31:55,Email,Complaint,Yes,2.0
INT_0006822,CUST_000006,2022-01-26 16:06:05,Call Centre,Feedback,No,
INT_0008234,CUST_009327,,,Inquiry,,7.0
INT_0010938,CUST_000207,2024-07-25 11:40:03,Call Centre,Account Issue,,1.9
INT_0019855,CUST_002809,2020-07-11 21:57:56,Branch,Feedback,No,2.6
INT_0004202,CUST_008652,2018-02-10 21:28:34,,Account Issue,Yes,3.1
INT_0002400,CUST_007788,2018-11-21 00:20:19,Email,Feedback,No,3.2
INT_0008119,CUST_002558,2020-01-16 05:14:05,Branch,Account Issue,Yes,3.4
INT_0000397,CUST_002507,2024-12-28 00:34:29,Branch,Account Issue,Yes,4.5
INT_0002070,CUST_009218,2019-02-16 20:33:38,Branch,Account Issue,Yes,8.1
INT_0016201,CUST_006078,2020-08-05 08:56:31,Branch,Account Issue,Yes,7.0
INT_0003228,CUST_002676,2020-02-12 19:34:44,Call Centre,Account Issue,Yes,1.8
INT_0009939,CUST_004542,2024-09-07 07:42:21,Chat,Complaint,Yes,2.4
INT_0014383,CUST_009888,2024-02-04 08:24:09,Email,Feedback,Yes,1.6
INT_0014230,CUST_008403,2024-07-20 21:27:17,Branch,Inquiry,Yes,4.4
INT_0002125,CUST_007403,2020-05-30 01:36:20,Email,Feedback,Yes,1.7
INT_0017575,CUST_005589,2020-11-15 11:21:22,Call Centre,Complaint,Yes,2.2
INT_0006273,CUST_009720,2020-04-23 16:05:58,Branch,Inquiry,Yes,5.8
INT_0002963,CUST_009793,2024-07-29 05:19:28,Branch,Loan Query,No,7.2
INT_0018524,CUST_005653,2022-09-06 01:41:26,,Loan Query,No,
INT_0019486,CUST_002279,2021-09-11 17:25:20,Branch,Complaint,Yes,7.1
INT_0002898,CUST_005992,2019-12-20 07:55:29,,Inquiry,No,6.8
INT_0011190,CUST_001119,2024-05-08 17:11:08,Branch,Inquiry,Yes,
INT_0001030,CUST_003756,2022-11-13 10:13:47,Call Centre,Account Issue,No,5.7
INT_0012064,CUST_004200,2024-08-28 04:24:25,Branch,Complaint,Yes,2.9
INT_0003369,CUST_001454,2021-10-09 06:54:56,Call Centre,Loan Query,Yes,2.3
INT_0000608,CUST_004284,2021-08-31 22:58:48,Chat,Loan Query,Yes,4.2
INT_0008981,CUST_002254,2024-07-23 23:24:56,Call Centre,Loan Query,Yes,3.3
INT_0000748,CUST_004559,2021-02-16 01:56:43,Email,Loan Query,No,
INT_0011430,CUST_007743,,Chat,,Yes,
INT_0008895,CUST_000127,,Email,Feedback,Yes,2.2
INT_0003917,CUST_007674,2024-04-28 06:11:40,Email,Account Issue,Yes,7.0
INT_0019393,CUST_008320,,Chat,Feedback,Yes,5.0
INT_0018406,CUST_002961,2018-05-11 21:31:57,Email,Loan Query,Yes,6.8
INT_0013258,CUST_007486,2019-08-04 07:20:24,Email,Complaint,Yes,2.5
INT_0011690,CUST_000577,,,,Yes,7.1
INT_0016927,CUST_000328,2018-12-23 16:59:19,Call Centre,Feedback,No,3.8
INT_0009225,CUST_000623,2018-02-09 07:43:43,Email,Feedback,,2.2
INT_0002720,CUST_002563,2023-06-24 03:59:32,,Loan Query,No,4.6
INT_0003141,CUST_001320,2018-10-06 08:06:30,Branch,Feedback,Yes,6.6
INT_0017238,CUST_009645,2024-06-05 18:40:55,Call Centre,,Yes,
INT_0010925,CUST_004510,2024-05-30 03:03:37,,Complaint,No,2.5
INT_0016611,CUST_004899,2020-07-09 12:36:55,,,Yes,9.9
INT_0006380,CUST_009090,2020-02-17 23:00:09,Chat,Loan Query,Yes,9.4
INT_0007235,CUST_005966,,Chat,Inquiry,,1.6
INT_0007663,CUST_009693,2018-05-03 00:05:21,Branch,Account Issue,,1.3
INT_0019571,CUST_002476,,Chat,Account Issue,Yes,1.2
INT_0014280,CUST_002564,2024-12-02 03:32:50,,Feedback,No,9.1
INT_0017972,CUST_001958,2023-11-21 01:33:39,Email,Complaint,Yes,
INT_0007985,CUST_002069,2018-03-12 21:12:19,,Loan Query,Yes,1.2
INT_0008330,CUST_009691,2019-12-01 02:50:24,Call Centre,Loan Query,Yes,2.6
INT_0002585,CUST_004135,2021-03-10 21:54:20,Call Centre,Feedback,No,1.2
INT_0003538,CUST_004302,,Chat,Loan Query,No,5.1
INT_0006982,CUST_002694,2023-10-31 14:42:41,Branch,Loan Query,No,
INT_0000640,CUST_002560,2019-11-22 11:14:47,Chat,Account Issue,Yes,3.2
INT_0011982,CUST_007172,2019-10-22 05:41:48,Branch,Account Issue,Yes,2.6
INT_0000813,CUST_009301,2023-12-17 19:56:54,Chat,Inquiry,Yes,6.1
INT_0018426,CUST_003665,2024-03-01 04:41:06,Chat,Account Issue,,4.4
INT_0015609,CUST_007963,2019-07-27 07:38:46,,Loan Query,Yes,3.1
INT_0019191,CUST_007186,2019-10-08 11:47:52,Email,Complaint,Yes,7.1
INT_0013628,CUST_007180,2021-01-11 12:37:35,Call Centre,Loan Query,Yes,3.7
INT_0002243,CUST_002671,,,Loan Query,,9.0
INT_0015480,CUST_003415,2023-09-13 08:34:31,Chat,Feedback,,7.6
INT_0013674,CUST_008753,2020-07-25 02:07:22,Chat,Inquiry,,2.2
INT_0002678,CUST_003451,2018-03-19 04:57:27,Branch,Account Issue,Yes,3.5
INT_0010611,CUST_003958,2019-06-30 04:48:56,Branch,Inquiry,Yes,5.8
INT_0019137,CUST_003500,2020-02-14 04:26:16,Branch,Inquiry,,4.3
INT_0012531,CUST_000089,2022-02-06 19:02:35,Call Centre,Inquiry,Yes,8.9
INT_0001278,CUST_009848,2019-09-03 19:09:56,Chat,Feedback,No,1.3
INT_0017534,CUST_005814,2022-09-04 03:05:24,Chat,Complaint,Yes,3.1
INT_0019831,CUST_008331,2022-09-22 13:41:15,Chat,Loan Query,Yes,5.0
INT_0014538,CUST_005911,2021-02-22 10:09:15,Call Centre,,Yes,6.8
INT_0017637,CUST_003870,2023-09-25 00:46:30,Chat,Account Issue,Yes,5.2
INT_0018098,CUST_004977,2018-05-26 10:45:41,,Loan Query,Yes,
INT_0011937,CUST_009330,2023-05-07 09:52:06,,Account Issue,Yes,8.8
INT_0010897,CUST_003710,2019-05-28 22:25:28,Call Centre,Account Issue,,7.7
INT_0012322,CUST_002982,2022-04-15 23:25:36,Branch,Account Issue,Yes,8.9
INT_0012883,CUST_006420,2024-02-04 01:00:46,,Inquiry,No,7.7
INT_0001088,CUST_009037,2023-02-26 05:24:47,Email,Loan Query,,7.8
INT_0005626,CUST_003979,2023-07-14 19:37:39,Call Centre,Inquiry,,7.1
INT_0008927,CUST_009780,2019-01-06 20:48:21,Call Centre,Feedback,Yes,4.6
INT_0010847,CUST_006099,2019-08-03 23:25:33,,,No,4.2
INT_0006974,CUST_003316,2019-05-04 00:41:36,Chat,Complaint,Yes,7.1
INT_0010465,CUST_007416,2019-11-22 10:08:31,Call Centre,Feedback,Yes,5.2
INT_0008097,CUST_008314,2022-12-04 18:39:43,Call Centre,Account Issue,No,7.2
INT_0014595,CUST_005291,2024-03-30 04:23:02,Chat,Account Issue,Yes,4.8
INT_0010248,CUST_001826,2019-07-19 21:28:19,Branch,Complaint,Yes,5.9
INT_0007578,CUST_004951,2020-06-13 23:23:39,Chat,Loan Query,Yes,
INT_0009436,CUST_000002,,Chat,Loan Query,Yes,2.6
INT_0013953,CUST_002843,2023-04-09 15:03:37,Branch,,Yes,4.5
INT_0002689,CUST_005409,,Chat,,Yes,2.7
INT_0010606,CUST_006870,2022-03-30 18:30:51,,Loan Query,No,3.0
INT_0001568,CUST_008997,2019-01-27 16:50:21,Branch,Loan Query,No,
INT_0016629,CUST_003872,2018-10-11 16:10:25,Branch,Inquiry,Yes,4.2
INT_0019641,CUST_001025,2018-03-29 13:51:12,Branch,,Yes,3.4
INT_0003905,CUST_005708,,Chat,Feedback,Yes,6.4
INT_0011909,CUST_000237,2018-11-16 11:23:04,Chat,,,7.2
INT_0013338,CUST_008474,2021-01-18 07:04:04,Chat,Feedback,No,2.4
INT_0004188,CUST_001558,2024-08-11 13:55:41,Branch,Inquiry,Yes,4.4
INT_0011926,CUST_000477,2023-10-30 07:53:19,Call Centre,,Yes,5.1
INT_0016119,CUST_001224,2022-06-15 21:59:27,Call Centre,Account Issue,No,
INT_0011703,CUST_009860,2018-12-02 17:19:34,,Account Issue,,9.8
INT_0012459,CUST_002890,2020-10-27 01:09:36,Branch,Account Issue,No,2.9
INT_0010209,CUST_001327,2021-03-06 19:22:46,Call Centre,,Yes,
INT_0010795,CUST_005494,2019-06-29 13:31:41,,Account Issue,Yes,1.2
INT_0008627,CUST_002864,2018-05-13 02:59:29,Call Centre,Loan Query,Yes,4.3
INT_0019238,CUST_006723,2021-01-01 13:14:52,Chat,Complaint,No,1.5
INT_0006820,CUST_001035,2020-01-05 22:49:06,Call Centre,Loan Query,No,
INT_0005435,CUST_005308,2020-08-13 17:55:42,Branch,Inquiry,Yes,1.4
INT_0004901,CUST_006954,2023-06-05 17:19:29,Chat,Inquiry,Yes,
INT_0005712,CUST_001592,,Branch,Inquiry,,1.3
INT_0016677,CUST_000929,2020-12-06 12:41:19,Email,Feedback,Yes,8.7
INT_0003551,CUST_004017,2022-03-23 13:36:34,Email,,Yes,4.5
INT_0004672,CUST_005149,2019-03-30 10:36:39,Branch,Feedback,Yes,5.6
INT_0006698,CUST_001169,2023-11-30 04:27:55,Branch,Inquiry,Yes,5.5
INT_0003950,CUST_005449,2021-03-24 12:03:39,Chat,Inquiry,Yes,
INT_0006065,CUST_007171,2019-02-17 01:37:08,Chat,Complaint,Yes,5.8
INT_0009975,CUST_007539,2021-05-06 12:50:11,,Feedback,,4.0
INT_0007621,CUST_008783,2018-04-01 21:38:13,Chat,Feedback,,3.2
INT_0003514,CUST_004727,2023-11-13 15:15:06,Call Centre,Account Issue,No,4.9
INT_0006118,CUST_004910,2023-12-10 15:32:34,Call Centre,Inquiry,,
INT_0008781,CUST_005922,2023-10-25 06:19:02,Branch,Loan Query,Yes,5.7
INT_0018415,CUST_000655,2020-11-13 18:57:16,Email,Inquiry,,7.8
INT_0011620,CUST_000052,2023-09-18 22:58:26,Branch,Loan Query,No,6.9
INT_0016190,CUST_008492,,,Complaint,No,3.6
INT_0009259,CUST_006500,2023-11-14 09:44:40,Call Centre,Inquiry,Yes,1.5
INT_0005201,CUST_006007,,Branch,Loan Query,No,6.0
INT_0008703,CUST_006229,2018-11-20 09:33:41,Branch,,Yes,6.8
INT_0017399,CUST_006308,,Email,Inquiry,Yes,5.4
INT_0009322,CUST_003036,2019-12-01 23:44:16,Branch,,Yes,
INT_0001053,CUST_002635,2020-09-07 15:52:12,Chat,Feedback,,7.1
INT_0005890,CUST_006954,2024-02-18 11:21:57,Branch,,Yes,7.0
INT_0013873,CUST_001206,2023-12-22 06:56:19,Branch,Complaint,Yes,9.4
INT_0009157,CUST_008646,2021-08-23 01:38:44,Branch,,Yes,2.5
INT_0012463,CUST_002854,,Email,Feedback,No,
INT_0015491,CUST_006981,2022-05-17 08:13:42,,,Yes,2.4
INT_0016828,CUST_009590,2023-07-17 06:51:19,,,No,
INT_0014889,CUST_009703,,Call Centre,Account Issue,Yes,2.1
INT_0014430,CUST_002230,2024-12-23 23:47:36,Email,Loan Query,Yes,8.5
INT_0012878,CUST_002426,2020-10-23 06:23:26,,Loan Query,Yes,6.3
INT_0009695,CUST_003903,2019-10-13 22:42:34,Email,Account Issue,Yes,2.0
INT_0007778,CUST_009346,2023-07-13 15:53:54,Branch,Feedback,No,5.5
INT_0007544,CUST_002136,2024-07-02 21:10:53,,,Yes,4.4
INT_0006904,CUST_004823,2018-11-10 09:45:25,Chat,,No,
INT_0015112,CUST_005526,2024-09-20 00:10:48,Email,,Yes,
INT_0009570,CUST_007540,2022-08-13 12:18:28,Call Centre,Feedback,Yes,9.3
INT_0015853,CUST_004477,2023-10-16 11:26:21,Email,Feedback,,5.0
INT_0000099,CUST_005387,2023-05-16 09:30:59,Branch,Inquiry,Yes,4.6
INT_0015544,CUST_000241,2023-02-12 02:44:54,Chat,Account Issue,No,7.5
INT_0000883,CUST_009704,2023-04-16 22:29:26,,Feedback,No,9.7
INT_0013065,CUST_003098,2022-06-04 22:21:52,Call Centre,Loan Query,Yes,7.3
INT_0016605,CUST_001813,2018-08-05 09:04:51,Call Centre,Feedback,Yes,6.6
INT_0012676,CUST_008072,2020-07-29 03:45:53,,Account Issue,No,3.6
INT_0013639,CUST_000546,2024-10-05 01:11:48,Email,Loan Query,Yes,3.5
INT_0002307,CUST_007194,2023-05-05 01:26:50,Branch,Account Issue,Yes,7.5
INT_0016782,CUST_002012,2020-02-08 19:26:30,Chat,Account Issue,No,4.5
INT_0009482,CUST_009180,2021-03-09 12:59:31,Call Centre,Account Issue,No,4.2
INT_0003636,CUST_003989,2023-10-17 12:48:11,Chat,Complaint,Yes,5.6
INT_0008598,CUST_001227,2019-12-17 04:13:40,Branch,Account Issue,Yes,
INT_0002013,CUST_005274,2019-03-27 19:27:55,Email,Account Issue,Yes,1.6
INT_0000065,CUST_003747,2021-09-07 21:53:46,Email,,Yes,
INT_0007325,CUST_009472,,Chat,Complaint,No,8.8
INT_0018941,CUST_000096,2020-08-12 21:14:47,Branch,Feedback,Yes,6.2
INT_0017726,CUST_002360,,Call Centre,Loan Query,,
INT_0017124,CUST_000621,2020-09-24 18:28:32,Branch,Inquiry,No,1.7
INT_0013241,CUST_000994,2024-02-18 00:31:46,Chat,Feedback,No,7.7
INT_0005385,CUST_006094,2019-06-05 03:23:17,Call Centre,Inquiry,,8.9
INT_0001637,CUST_009027,2021-10-31 07:36:09,Chat,Feedback,Yes,3.9
INT_0000564,CUST_006852,2019-07-05 18:12:53,Call Centre,Account Issue,,1.7
INT_0017249,CUST_000648,2019-07-12 15:26:03,Email,Feedback,Yes,2.6
INT_0003167,CUST_002434,2019-05-15 05:59:44,,Feedback,Yes,
INT_0009494,CUST_005132,2020-03-26 15:12:33,,Complaint,Yes,2.8
INT_0010742,CUST_005236,2021-03-25 06:32:19,,,Yes,7.8
INT_0007788,CUST_009842,2021-03-04 07:34:10,Branch,Feedback,,5.5
INT_0009844,CUST_007712,2024-08-27 11:21:43,Chat,,Yes,1.2
INT_0002655,CUST_002367,2024-09-05 20:36:24,Call Centre,Inquiry,Yes,6.6
INT_0003718,CUST_004792,2022-11-13 09:03:08,Chat,Account Issue,Yes,7.8
INT_0014487,CUST_005224,2023-04-19 20:37:15,Chat,Loan Query,Yes,
INT_0019956,CUST_007503,,,Inquiry,Yes,1.6
INT_0016903,CUST_008111,2019-09-08 00:36:34,,,Yes,4.1
INT_0008428,CUST_002263,2024-03-16 15:46:20,Chat,Account Issue,Yes,6.5
INT_0008296,CUST_007347,2021-06-25 09:38:55,Chat,Account Issue,,7.1
INT_0013649,CUST_004477,2020-09-10 15:25:41,Call Centre,Account Issue,Yes,5.0
INT_0019915,CUST_009333,,Email,Inquiry,No,8.3
INT_0010012,CUST_003801,,,Feedback,Yes,4.3
INT_0017954,CUST_004812,2021-12-02 00:33:53,Email,,Yes,4.2
INT_0017050,CUST_004249,2019-05-29 05:29:24,,,Yes,6.6
INT_0006973,CUST_002028,2019-06-12 23:18:59,Call Centre,Loan Query,Yes,8.9
INT_0003420,CUST_000347,,Call Centre,Feedback,No,6.2
INT_0008659,CUST_004423,2019-06-24 05:02:20,Email,Inquiry,Yes,8.3
INT_0007094,CUST_000696,2022-05-13 14:18:58,Branch,Account Issue,Yes,6.9
INT_0005949,CUST_003216,2022-03-30 15:55:30,Chat,Feedback,Yes,
INT_0007932,CUST_002351,2023-02-12 18:47:45,Call Centre,Complaint,Yes,
INT_0010763,CUST_005132,,Call Centre,Loan Query,No,7.5
INT_0011765,CUST_005498,2022-02-07 16:41:30,Email,Complaint,No,1.5
INT_0016997,CUST_003005,2019-02-01 19:51:13,Email,Feedback,No,3.5
INT_0018181,CUST_006787,2018-06-21 06:39:32,Call Centre,Complaint,,1.7
INT_0008481,CUST_005970,2024-01-01 02:57:08,Email,Complaint,Yes,
INT_0009917,CUST_007655,2024-02-04 18:17:01,Chat,Loan Query,No,3.0
INT_0018026,CUST_008501,2022-09-12 21:35:10,Email,Account Issue,Yes,
INT_0003211,CUST_009501,2020-08-30 15:29:56,Email,Account Issue,No,7.5
INT_0001440,CUST_004322,2024-09-04 12:04:02,,Loan Query,No,7.0
INT_0008501,CUST_005711,2020-03-01 20:07:38,Email,Loan Query,No,5.3
INT_0017706,CUST_007011,2018-03-17 13:23:46,Call Centre,,Yes,
INT_0001253,CUST_007300,2019-09-06 20:57:01,,Complaint,Yes,4.8
INT_0012075,CUST_009772,2018-10-22 16:22:24,Branch,Feedback,,8.4
INT_0018485,CUST_003414,2022-09-07 04:57:17,Chat,Inquiry,,3.7
INT_0003206,CUST_000981,,Call Centre,,Yes,3.1
INT_0016289,CUST_001634,2024-01-25 05:55:19,Branch,,Yes,2.5
INT_0018268,CUST_008778,,Call Centre,,Yes,6.8
INT_0019345,CUST_006274,2021-10-28 14:30:15,Branch,Account Issue,Yes,2.3
INT_0016974,CUST_001828,2018-04-23 18:22:16,Call Centre,Complaint,,2.0
INT_0017908,CUST_003858,2019-11-04 01:37:03,Branch,Complaint,Yes,3.1
INT_0014689,CUST_007248,2024-05-16 07:11:47,Email,Loan Query,,3.2
INT_0002251,CUST_002325,2024-09-05 04:33:11,Chat,Feedback,No,4.7
INT_0013142,CUST_005761,2021-09-13 04:23:55,Email,,Yes,5.2
INT_0013244,CUST_009447,,Branch,Account Issue,,5.2
INT_0009379,CUST_000473,2019-08-16 16:09:58,,Loan Query,,8.4
INT_0005633,CUST_005853,2020-02-09 00:38:42,Email,Loan Query,Yes,6.1
INT_0007991,CUST_005983,,Email,Inquiry,Yes,
INT_0014834,CUST_008149,2024-04-13 02:12:13,Email,Inquiry,Yes,6.8
INT_0007632,CUST_008019,2018-10-28 08:11:12,Chat,Feedback,Yes,5.4
INT_0019531,CUST_003144,2024-07-07 02:04:27,Branch,Feedback,No,
INT_0010704,CUST_002730,2023-10-07 12:48:08,,,Yes,5.5
INT_0018216,CUST_003780,2023-02-14 22:24:58,Email,Complaint,Yes,9.9
INT_0013229,CUST_003506,,,Account Issue,Yes,2.4
INT_0014140,CUST_003863,2020-05-06 10:48:17,,,Yes,7.4
INT_0006580,CUST_005294,2024-03-28 11:30:13,Call Centre,Account Issue,Yes,3.0
INT_0004943,CUST_006533,2018-09-14 19:23:02,Email,Feedback,Yes,
INT_0006113,CUST_003270,2019-08-19 11:47:10,Call Centre,Feedback,No,9.3
INT_0017963,CUST_003530,2019-12-27 15:48:31,Branch,,No,8.4
INT_0010664,CUST_004709,2020-09-29 22:37:03,Email,Inquiry,No,2.2
INT_0008676,CUST_007777,,Branch,Account Issue,Yes,6.0
INT_0017669,CUST_004593,2018-09-09 12:48:47,Chat,,Yes,3.5
INT_0018305,CUST_005388,2024-08-14 18:47:56,Email,Complaint,No,2.8
INT_0004402,CUST_009255,2018-04-19 18:36:38,Chat,Account Issue,No,9.6
INT_0014769,CUST_006284,2021-11-11 11:35:42,Chat,Loan Query,No,7.2
INT_0007540,CUST_002869,2019-11-30 17:05:52,Branch,Complaint,Yes,9.2
INT_0013120,CUST_001432,2023-07-10 01:12:01,Chat,,Yes,
INT_0004524,CUST_008659,2022-04-30 01:34:10,Chat,Loan Query,Yes,3.2
INT_0001746,CUST_004940,2023-09-07 13:19:07,Call Centre,Complaint,Yes,8.4
INT_0002812,CUST_004166,2018-09-26 05:31:14,Email,,Yes,3.7
INT_0009818,CUST_006440,,Branch,Loan Query,No,6.8
INT_0003015,CUST_001228,2020-06-22 23:21:55,Branch,Loan Query,Yes,4.0
INT_0011799,CUST_008554,2019-12-04 19:09:06,Chat,Complaint,No,
INT_0003895,CUST_002467,2021-09-10 20:20:02,Branch,Account Issue,,
INT_0016075,CUST_009612,2022-10-02 04:32:00,Chat,Inquiry,No,
INT_0018791,CUST_008651,,,,Yes,9.1
INT_0010571,CUST_002303,2018-07-18 14:51:13,Chat,Loan Query,Yes,1.0
INT_0005260,CUST_001065,,Chat,Account Issue,Yes,1.3
INT_0018166,CUST_007698,2022-11-12 06:32:33,Call Centre,,Yes,9.1
INT_0019735,CUST_000625,,Call Centre,Feedback,Yes,8.6
INT_0012092,CUST_006786,,Email,Complaint,Yes,
INT_0014154,CUST_000690,,Branch,Loan Query,Yes,
INT_0016817,CUST_000433,2022-07-13 17:45:04,Call Centre,Inquiry,Yes,5.6
INT_0012059,CUST_001511,2022-11-14 20:16:14,Chat,Loan Query,Yes,7.1
INT_0009513,CUST_006067,2022-06-29 10:34:16,Email,,,7.7
INT_0018648,CUST_005107,2021-04-11 22:30:54,Email,Inquiry,Yes,2.8
INT_0016016,CUST_006827,2022-09-23 06:43:02,Call Centre,Feedback,Yes,1.8
INT_0008197,CUST_000113,2022-04-09 22:42:25,Branch,Loan Query,Yes,4.0
INT_0015257,CUST_000582,2024-01-04 00:11:45,,Account Issue,Yes,5.8
INT_0008380,CUST_000669,2019-09-12 10:36:42,,,No,8.0
INT_0009093,CUST_002922,2019-11-23 21:12:16,Call Centre,Loan Query,No,1.5
INT_0002784,CUST_008915,2024-12-07 09:44:49,Chat,Inquiry,Yes,5.5
INT_0000259,CUST_000275,2019-07-27 02:16:37,Chat,Loan Query,Yes,1.9
INT_0005042,CUST_002325,2024-10-06 21:35:14,Email,Complaint,No,7.9
INT_0006244,CUST_009666,,Chat,,,6.2
INT_0012258,CUST_002009,2024-08-15 08:06:32,Call Centre,Loan Query,Yes,2.1
INT_0001081,CUST_004397,2020-05-24 19:01:24,Email,Complaint,Yes,1.2
INT_0009084,CUST_000816,,,,Yes,2.0
INT_0016523,CUST_000094,2019-11-08 21:45:16,,Account Issue,,
INT_0000344,CUST_006774,2022-08-19 21:54:39,Branch,Account Issue,,4.9
INT_0018070,CUST_003519,2018-01-24 04:27:08,Call Centre,Feedback,Yes,6.3
INT_0003555,CUST_000394,2019-06-14 22:40:34,,Inquiry,Yes,1.8
INT_0015882,CUST_001980,2022-12-30 09:17:48,Email,Inquiry,,2.3
INT_0010607,CUST_006271,,Email,Complaint,Yes,7.0
INT_0018666,CUST_007475,2024-09-16 15:51:59,Branch,,,4.4
INT_0013205,CUST_000415,2018-12-19 13:53:06,Branch,Account Issue,No,8.2
INT_0002926,CUST_006343,,Email,Account Issue,,4.6
INT_0013655,CUST_007909,,,Loan Query,Yes,3.2
INT_0003251,CUST_002392,2023-11-08 05:12:01,Chat,Feedback,Yes,9.7
INT_0012283,CUST_009804,,Branch,Loan Query,Yes,4.4
INT_0000399,CUST_001907,2019-12-25 00:34:11,Chat,Inquiry,,5.8
INT_0013357,CUST_003103,2024-06-15 10:16:47,Branch,Inquiry,No,4.1
INT_0004856,CUST_001182,2024-03-20 10:05:31,Branch,Account Issue,Yes,8.1
INT_0016774,CUST_005592,2021-07-10 01:45:23,Branch,Complaint,Yes,1.6
INT_0006366,CUST_007657,,Branch,Account Issue,No,4.3
INT_0009560,CUST_002725,2019-09-28 11:26:56,,Loan Query,Yes,
